Datos X;Sitio1A-BVrmsMáx[Voltios];Sitio1B-CVrmsMáx[Voltios];Sitio1C-AVrmsMáx[Voltios];Sitio1AIrmsMáx[Amperios];Sitio1BIrmsMáx[Amperios];Sitio1CIrmsMáx[Amperios];Sitio1TOTP(kW)Máx[kW];Sitio1TOTQ-Fnd(kVAR)Máx[kVAR];Sitio2A-BVrmsMáx[Voltios];Sitio2B-CVrmsMáx[Voltios];Sitio2C-AVrmsMáx[Voltios];Sitio2AIrmsMáx[Amperios];Sitio2BIrmsMáx[Amperios];Sitio2CIrmsMáx[Amperios];Sitio2TOTP(kW)Máx[kW];Sitio2TOTQ-Fnd(kVAR)Máx[kVAR];
17/05/2015 14:51:31;56695;56432;56174;126.31;124.31;121.53;10831;5117;56743;56444;56204;254.55;257.39;252.37;24116;974.6;
17/05/2015 14:51:32;56715;56453;56163;126.64;125.13;122.42;10924;5168;56760;56475;56177;254.00;257.11;251.12;24080;1021.7;
17/05/2015 14:51:33;56675;56442;56138;127.60;125.75;122.67;10995;5139;56751;56455;56164;254.55;257.63;251.50;24213;1303.8;
17/05/2015 14:51:34;56666;56421;56116;127.36;125.80;122.95;11001;5132;56716;56458;56144;258.92;262.47;256.69;24720;1744.8;
17/05/2015 14:51:35;56643;56397;56116;128.26;126.98;123.60;11069;5146;56696;56420;56134;293.02;296.82;290.25;26912;2820.9;
17/05/2015 14:51:36;56641;56365;56089;127.58;126.02;123.18;11002;5126;56685;56390;56112;292.41;295.92;290.13;27891;3183;
17/05/2015 14:51:37;56621;56356;56057;128.74;127.17;124.18;10928;5113;56667;56368;56092;286.28;290.49;284.87;27404;2936.6;
17/05/2015 14:51:38;56596;56372;56064;123.34;121.81;118.64;10531;4957;56656;56363;56065;285.44;289.45;283.73;27372;2909.6;
17/05/2015 14:51:39;56592;56352;56057;124.81;123.43;120.26;10698;5039;56629;56381;56065;287.16;292.06;285.67;27594;3043.4;
17/05/2015 14:51:40;56597;56354;56058;125.00;123.45;120.30;10746;5069;56640;56364;56063;287.54;292.04;286.11;27554;3019.7;
17/05/2015 14:51:41;56583;56361;56040;125.51;123.95;120.86;10787;5091;56642;56368;56069;291.80;295.52;289.43;27678;3073.4;
17/05/2015 14:51:42;56603;56385;56037;125.60;124.09;121.00;10811;5081;56653;56377;56063;291.25;295.36;289.15;27753;3117.9;
17/05/2015 14:51:43;56590;56349;56037;124.68;123.51;120.33;10774;5040;56635;56391;56051;285.47;289.56;283.62;27387;2887.2;
17/05/2015 14:51:44;56576;56347;56019;124.90;123.73;120.44;10778;5043;56618;56368;56044;287.29;291.30;285.42;27254;2808.7;
17/05/2015 14:51:45;56570;56320;56026;126.01;124.77;121.83;10828;5111;56618;56339;56051;288.23;292.08;286.64;27646;3054.6;
17/05/2015 14:51:46;56558;56320;56012;124.90;123.35;120.10;10714;5091;56616;56325;56031;287.36;291.09;285.16;27609;3030.9;
17/05/2015 14:51:47;56583;56368;56044;124.46;123.52;119.89;10699;5104;56618;56346;56035;288.56;292.17;286.37;27629;3070.4;
17/05/2015 14:51:48;56597;56365;56022;124.91;123.74;119.86;10730;5111;56644;56379;56063;294.14;299.44;293.66;27910;3177;
17/05/2015 14:51:49;56581;56341;56028;125.65;124.52;121.10;10790;5135;56638;56379;56053;293.74;298.48;292.36;27926;3198;
17/05/2015 14:51:50;56588;56341;56028;125.56;124.22;121.11;10790;5154;56626;56359;56038;293.66;298.89;291.82;27918;3124.5;
17/05/2015 14:51:51;56597;56329;56017;125.45;124.09;120.89;10787;5141;56638;56354;56053;297.93;301.02;294.85;28008;3234;
17/05/2015 14:51:52;56556;56291;55995;125.21;123.94;120.29;10744;5134;56598;56307;56029;292.34;296.57;290.89;27977;3257;
17/05/2015 14:51:53;56583;56340;56006;125.93;124.19;120.79;10754;5137;56627;56352;56011;294.46;298.19;292.35;28006;3284;
17/05/2015 14:51:54;56614;56356;56035;124.90;123.51;120.10;10721;5127;56636;56359;56051;293.09;297.57;291.04;28028;3272;
17/05/2015 14:51:55;56608;56327;56013;125.06;123.52;120.04;10714;5107;56658;56379;56054;294.72;299.11;292.42;28028;3271;
17/05/2015 14:51:56;56576;56341;55997;125.28;123.63;119.90;10720;5105;56651;56346;56026;295.76;300.01;294.29;28057;3351;
17/05/2015 14:51:57;56567;56321;55986;124.54;123.38;119.70;10709;5093;56620;56359;56017;294.00;297.98;291.41;27903;3285;
17/05/2015 14:51:58;56556;56320;56013;125.54;124.20;120.70;10747;5118;56597;56337;56011;294.81;299.45;293.43;27717;3153.8;
17/05/2015 14:51:59;56619;56379;56042;125.47;124.35;120.63;10714;5115;56615;56363;56042;295.87;299.93;294.09;28206;3505;
17/05/2015 14:52:00;56625;56386;56044;123.90;122.59;119.34;10646;5071;56658;56397;56065;294.50;298.92;292.19;28217;3534;
17/05/2015 14:52:01;56632;56385;56064;124.19;122.93;119.80;10681;5083;56673;56415;56089;293.90;297.61;291.60;28113;3491;
17/05/2015 14:52:02;56610;56347;56064;124.80;123.54;120.20;10735;5093;56642;56352;56067;294.43;299.65;293.00;28110;3467;
17/05/2015 14:52:03;56599;56349;56066;126.45;124.90;121.75;10844;5064;56651;56375;56081;293.03;297.13;290.42;28132;3485;
17/05/2015 14:52:04;56585;56311;56022;126.49;125.11;121.73;10913;5078;56633;56350;56047;294.02;298.31;292.33;28151;3475;
17/05/2015 14:52:05;56567;56320;56030;126.17;124.66;121.55;10891;5070;56607;56323;56040;294.57;298.79;292.71;28166;3475;
17/05/2015 14:52:06;56614;56338;56030;125.94;124.41;121.55;10869;5053;56620;56348;56045;292.73;297.21;290.91;28120;3412;
17/05/2015 14:52:07;56583;56332;56048;126.04;124.49;121.57;10848;5055;56656;56348;56056;294.66;298.36;293.24;28168;3439;
17/05/2015 14:52:08;56541;56316;55985;125.57;124.13;120.89;10818;5043;56598;56339;56015;297.24;301.65;296.17;28312;3524;
17/05/2015 14:52:09;56570;56325;56010;125.77;124.33;121.22;10815;5049;56615;56330;56018;295.85;300.14;293.44;28268;3505;
17/05/2015 14:52:10;56579;56320;56021;126.86;125.39;122.02;10799;5050;56616;56341;56020;294.73;298.47;292.97;28233;3470;
17/05/2015 14:52:11;56596;56341;56015;124.01;122.38;118.99;10574;4934;56638;56343;56045;299.12;303.33;297.36;28330;4279;
17/05/2015 14:52:12;56572;56303;55981;123.90;122.25;118.48;10598;4947;56586;56289;55986;306.17;310.88;303.75;28875;5059;
17/05/2015 14:52:13;56574;56305;55988;124.72;122.97;119.61;10686;5013;56620;56317;56004;300.57;304.36;298.93;27688;4339;
17/05/2015 14:52:14;56559;56309;55977;125.90;124.28;120.89;10774;4978;56573;56272;55968;299.39;303.09;297.38;27674;5437;
17/05/2015 14:52:15;56578;56332;56031;126.84;125.59;122.15;10888;5048;56604;56330;56035;298.31;302.16;296.50;27984;4360;
17/05/2015 14:52:16;56558;56312;56015;126.39;125.04;121.61;10919;5015;56620;56345;56051;295.85;300.82;294.99;28064;3466;
17/05/2015 14:52:17;56579;56340;56012;126.39;124.91;121.58;10921;5031;56622;56325;56017;299.38;304.40;297.99;28540;3645;
17/05/2015 14:52:18;56607;56376;56055;128.06;127.09;123.41;10994;5085;56653;56390;56060;293.50;298.14;291.61;28067;3360;
17/05/2015 14:52:19;56636;56417;56066;128.22;127.01;123.46;11006;5163;56673;56415;56081;291.74;296.63;290.05;27759;3231;
17/05/2015 14:52:20;56625;56385;56046;126.29;125.04;121.67;10920;5044;56667;56420;56078;292.10;296.24;290.22;27709;3155.1;
17/05/2015 14:52:21;56608;56372;56048;126.47;125.17;121.82;10930;5047;56647;56386;56058;292.73;296.69;290.04;27902;3259;
17/05/2015 14:52:22;56581;56359;56037;126.87;125.84;122.56;10964;5048;56645;56395;56062;293.53;298.25;292.25;27867;3202;
17/05/2015 14:52:23;56574;56381;56031;126.44;125.67;122.18;10950;5051;56615;56366;56051;298.09;302.06;295.90;28388;3468;
17/05/2015 14:52:24;56605;56392;56069;126.61;125.28;122.21;10949;5055;56636;56411;56089;292.86;297.07;291.10;27960;3249;
17/05/2015 14:52:25;56617;56405;56080;126.15;125.01;121.84;10941;5049;56660;56417;56094;287.45;292.54;286.35;27391;2908.3;
17/05/2015 14:52:26;56616;56383;56060;126.78;126.27;122.46;10972;5061;56665;56415;56098;292.63;296.08;290.65;27607;3015.0;
17/05/2015 14:52:27;56597;56395;56067;126.69;125.52;122.58;10947;5110;56651;56419;56081;290.68;295.61;290.35;27716;3149.5;
17/05/2015 14:52:28;56610;56401;56073;126.23;125.12;122.20;10904;5073;56640;56417;56098;288.43;293.68;287.37;27737;3136.3;
17/05/2015 14:52:29;56632;56390;56067;126.44;125.47;122.28;10799;5011;56649;56410;56099;286.62;291.01;284.67;27542;3005.5;
17/05/2015 14:52:30;56630;56377;56091;125.03;123.66;120.64;10825;5002;56669;56408;56087;295.43;301.01;294.08;27868;3209;
17/05/2015 14:52:31;56645;56414;56129;125.68;124.29;121.01;10813;5010;56671;56417;56123;296.35;300.10;294.70;28078;3342;
17/05/2015 14:52:32;56639;56385;56089;126.47;124.96;122.01;10833;5053;56689;56435;56135;288.38;293.24;287.22;27755;3116.9;
17/05/2015 14:52:33;56648;56410;56105;125.08;123.74;120.81;10818;5045;56693;56431;56132;287.76;293.07;287.16;27179;2807.1;
17/05/2015 14:52:34;56641;56395;56123;125.85;124.12;121.04;10833;5042;56685;56415;56141;288.67;293.72;287.63;27362;2881.6;
17/05/2015 14:52:35;56621;56395;56102;126.04;124.13;121.21;10854;5053;56647;56370;56058;286.81;291.63;285.33;27425;2957.4;
17/05/2015 14:52:36;56643;56376;56089;126.34;124.77;122.20;10867;5085;56687;56400;56110;289.34;293.74;287.91;27654;3044.7;
17/05/2015 14:52:37;56605;56367;56028;126.13;124.12;120.68;10817;5075;56647;56399;56107;291.07;295.90;290.32;27534;2981.1;
17/05/2015 14:52:38;56623;56403;56071;126.15;124.31;121.29;10796;5095;56647;56402;56076;284.26;288.57;281.37;27099;2694.4;
17/05/2015 14:52:39;56636;56417;56055;125.19;123.67;120.47;10761;5048;56678;56424;56089;293.01;297.00;290.17;27439;2889.8;
17/05/2015 14:52:40;56601;56401;56066;125.62;124.53;121.44;10839;5075;56653;56408;56087;290.37;294.57;288.52;27595;2988.0;
17/05/2015 14:52:41;56607;56370;56085;125.81;124.46;121.44;10848;5088;56629;56379;56067;292.46;297.61;291.41;27816;3037.1;
17/05/2015 14:52:42;56621;56415;56102;125.46;123.94;120.86;10795;5073;56664;56435;56125;284.36;289.82;283.49;27001;2590.2;
17/05/2015 14:52:43;56619;56423;56107;124.84;123.67;121.38;10783;5044;56660;56433;56123;281.15;286.16;280.56;26919;2562.2;
17/05/2015 14:52:44;56543;56269;56040;124.29;122.90;120.74;10566;4934;56631;56393;56076;284.74;288.89;284.19;27117;2556.3;
17/05/2015 14:52:45;56545;56231;56033;125.33;123.24;120.19;10708;4960;56591;56280;56054;288.38;292.79;287.75;27498;2742.5;
17/05/2015 14:52:46;56476;56249;55918;125.04;123.74;120.62;10765;4997;56560;56252;55950;282.67;287.07;280.68;26890;2444.9;
17/05/2015 14:52:47;56472;56300;55916;126.92;125.55;122.23;10902;5039;56513;56296;55939;277.38;282.21;275.79;26603;2218.4;
17/05/2015 14:52:48;56456;56251;55940;127.29;126.12;123.25;10949;5084;56499;56243;55950;278.15;282.92;276.98;26634;2214.2;
17/05/2015 14:52:49;56456;56197;55929;127.59;126.16;123.09;10992;5100;56500;56265;55946;276.08;281.52;274.25;26414;2024.6;
17/05/2015 14:52:50;56472;56229;55920;127.83;126.39;123.50;11019;5107;56515;56238;55943;271.09;276.34;270.00;25907;1496.0;
17/05/2015 14:52:51;56429;56253;55922;127.01;125.92;122.65;10972;5086;56509;56269;55941;275.91;280.84;274.09;26267;1773.8;
17/05/2015 14:52:52;56469;56195;55929;126.95;125.36;122.64;10951;5073;56504;56222;55945;273.43;278.30;271.67;26140;1690.1;
17/05/2015 14:52:53;56440;56206;55895;126.49;125.02;122.00;10892;5048;56511;56224;55934;275.82;280.72;274.88;26246;1771.2;
17/05/2015 14:52:54;56478;56237;55936;127.35;126.02;122.52;10916;5061;56522;56225;55945;276.76;280.42;274.23;26256;1751.4;
17/05/2015 14:52:55;56481;56282;55954;126.91;126.13;122.23;10928;5078;56524;56301;55966;271.24;276.52;269.39;25320;1218.1;
17/05/2015 14:52:56;56469;56249;55961;126.20;124.87;122.05;10897;5052;56520;56301;55981;255.31;260.10;253.54;24464;827.6;
17/05/2015 14:52:57;56463;56246;55970;126.62;125.57;122.59;10927;5068;56493;56234;55939;266.40;270.12;264.65;25279;1125.9;
17/05/2015 14:52:58;56476;56253;55941;129.27;127.71;124.80;11017;5095;56522;56258;55982;269.12;272.04;266.39;25585;1318.0;
17/05/2015 14:52:59;56491;56220;55916;127.92;126.36;123.14;10983;5071;56531;56236;55936;269.92;274.78;268.25;25839;1513.1;
17/05/2015 14:53:00;56503;56278;55954;127.87;126.10;123.33;11007;5090;56546;56298;55973;273.33;278.14;272.38;25776;1537.8;
17/05/2015 14:53:01;56529;56258;55959;127.48;126.14;122.90;11006;5083;56571;56283;55973;265.81;269.50;263.82;25220;1130.1;
17/05/2015 14:53:02;56503;56266;55961;127.83;126.73;123.65;11043;5107;56522;56274;55973;262.51;268.11;261.25;25148;1078.1;
17/05/2015 14:53:03;56492;56276;55961;127.91;126.59;123.53;11054;5104;56546;56290;55975;263.10;268.41;260.92;25074;1164.4;
17/05/2015 14:53:04;56547;56294;55988;127.86;126.55;123.48;11051;5123;56571;56305;55997;246.03;251.64;245.75;22675;-200.3878;
17/05/2015 14:53:05;56521;56323;55999;127.47;126.33;123.31;11022;5113;56591;56336;56008;231.78;237.91;230.16;22444;-333.8698;
17/05/2015 14:53:06;56525;56323;56017;127.29;126.13;123.10;10987;5097;56566;56339;56036;232.50;236.87;230.70;22424;-352.9858;
17/05/2015 14:53:07;56514;56338;56035;127.72;126.51;123.33;11027;5104;56564;56363;56036;235.28;240.44;233.57;22576;-258.3948;
17/05/2015 14:53:08;56491;56291;55970;128.37;127.03;124.31;11102;5128;56542;56332;56009;241.30;245.88;239.17;22954;32.30;
17/05/2015 14:53:09;56463;56264;55965;128.11;126.96;124.04;11076;5131;56508;56289;55963;240.25;244.69;238.43;22859;-2.3071;
17/05/2015 14:53:10;56485;56276;56001;127.53;126.24;123.53;10999;5100;56497;56285;55991;244.01;249.69;243.31;23226;378.0;
17/05/2015 14:53:11;56447;56215;55927;126.44;125.08;122.24;10910;5053;56528;56233;56018;245.86;249.75;244.19;23562;1320.3;
17/05/2015 14:53:12;56509;56293;55992;126.30;125.58;122.53;10912;5079;56479;56287;55963;252.31;257.67;251.27;23930;2121.9;
17/05/2015 14:53:13;56514;56285;56021;125.21;124.14;121.44;10770;4957;56557;56307;56044;249.33;253.79;248.30;23045;1523.7;
17/05/2015 14:53:14;56516;56305;55967;124.50;123.33;119.83;10741;4951;56482;56242;55959;243.48;248.59;242.07;22942;2614.3;
17/05/2015 14:53:15;56507;56307;55988;123.85;122.34;118.96;10678;4919;56560;56326;56009;245.70;251.31;244.50;23365;1578.1;
17/05/2015 14:53:16;56489;56276;55961;124.35;123.46;120.41;10722;4966;56529;56290;55979;247.47;251.66;245.48;23508;770.9;
17/05/2015 14:53:17;56514;56293;55979;127.00;125.85;122.59;10738;4992;56548;56314;55991;245.90;251.32;244.50;23101;461.4;
17/05/2015 14:53:18;56536;56321;56039;124.14;122.76;119.87;10646;4961;56573;56330;56006;238.20;243.58;236.77;22737;144.03;
17/05/2015 14:53:19;56534;56285;56010;124.34;122.96;120.14;10678;4987;56582;56345;56058;237.02;241.97;235.39;22685;-22.7414;
17/05/2015 14:53:20;56558;56347;56028;124.06;123.06;119.58;10673;5004;56600;56363;56049;235.95;240.57;233.47;22567;-140.7329;
17/05/2015 14:53:21;56516;56260;55949;123.28;122.04;118.96;10603;4972;56573;56361;56018;247.73;251.01;244.89;23212;239.61;
17/05/2015 14:53:22;56483;56257;55927;124.13;123.24;119.90;10639;4997;56558;56296;55966;251.63;256.17;249.86;23659;576.8;
17/05/2015 14:53:23;56460;56242;55931;124.43;123.54;120.23;10682;4994;56475;56274;55934;253.79;258.34;252.41;23920;1008.2;
17/05/2015 14:53:24;56427;56213;55898;124.93;124.02;121.10;10665;4929;56502;56271;55955;257.06;263.02;255.36;23862;775.2;
17/05/2015 14:53:25;56510;56305;55999;123.99;122.97;120.19;10686;4989;56558;56323;56020;265.57;270.76;264.40;25070;1173.0;
17/05/2015 14:53:26;56481;56228;55916;125.62;124.03;121.06;10791;5038;56526;56271;55963;263.68;266.76;261.46;25063;1116.0;
17/05/2015 14:53:27;56423;56195;55938;124.89;123.34;120.59;10741;4991;56519;56245;55932;264.96;270.47;263.74;25364;1270.9;
17/05/2015 14:53:28;56467;56202;55929;125.49;123.87;121.31;10651;4969;56502;56202;55966;265.53;270.97;264.55;25609;1436.3;
17/05/2015 14:53:29;56516;56247;55981;124.38;122.89;120.09;10718;4991;56557;56272;56008;266.80;271.59;265.81;25551;1462.7;
17/05/2015 14:53:30;56422;56192;55925;125.13;123.77;120.85;10781;5005;56493;56260;55979;270.37;275.85;269.11;25802;1576.1;
17/05/2015 14:53:31;56520;56264;56004;125.27;123.90;121.17;10807;4998;56522;56256;55970;268.41;273.19;266.18;25427;1364.8;
17/05/2015 14:53:32;56460;56219;55979;125.22;124.17;121.49;10828;4984;56564;56289;56027;261.51;266.07;259.80;24792;1028.0;
17/05/2015 14:53:33;56510;56251;55976;125.87;124.27;121.83;10856;5013;56553;56258;55997;257.08;262.12;256.95;24657;837.1;
17/05/2015 14:53:34;56539;56280;55995;127.19;125.38;122.59;10937;5099;56560;56254;56004;256.47;261.03;255.18;23521;87.34;
17/05/2015 14:53:35;56550;56298;56004;126.61;125.17;121.72;10794;5070;56600;56310;56022;230.81;235.18;228.73;21933;-505.9133;
17/05/2015 14:53:36;56545;56291;55992;123.93;122.81;119.71;10672;5026;56560;56303;55979;232.53;237.93;229.98;22224;-314.7539;
17/05/2015 14:53:37;56549;56323;56006;124.40;122.74;119.17;10676;5016;56597;56334;56022;236.39;240.20;234.22;22449;-176.3281;
17/05/2015 14:53:38;56550;56307;55974;123.86;122.61;119.38;10663;5012;56597;56326;55997;238.59;243.06;236.76;22890;328.6;
17/05/2015 14:53:39;56489;56262;55941;124.04;122.90;119.92;10696;5022;56546;56294;55957;242.86;247.29;241.70;23216;492.4;
17/05/2015 14:53:40;56491;56258;55950;124.95;123.64;120.94;10735;5029;56519;56280;55968;240.58;245.51;239.92;22986;404.4;
17/05/2015 14:53:41;56520;56273;55936;125.57;124.42;121.06;10797;5060;56567;56285;55963;242.69;248.45;241.11;22882;326.3;
17/05/2015 14:53:42;56481;56251;55945;125.81;124.79;121.04;10824;5068;56520;56267;55941;238.42;244.24;237.32;22863;312.78;
17/05/2015 14:53:43;56518;56249;55934;126.40;124.50;121.48;10846;5064;56560;56272;55963;247.85;251.58;246.15;23378;728.4;
17/05/2015 14:53:44;56427;56175;55841;126.40;124.41;121.29;10777;5021;56506;56224;55919;252.78;256.50;250.56;23905;1010.5;
17/05/2015 14:53:45;56433;56247;55895;124.52;124.00;119.99;10735;5018;56477;56258;55894;244.53;248.98;241.74;23257;637.4;
17/05/2015 14:53:46;56420;56199;55898;124.64;122.98;120.13;10717;5001;56462;56252;55919;247.53;251.91;246.39;23501;707.9;
17/05/2015 14:53:47;56451;56226;55898;124.53;122.84;119.61;10667;4997;56491;56180;55855;248.02;252.58;245.95;23737;920.5;
17/05/2015 14:53:48;56454;56220;55902;124.86;123.66;120.62;10725;4977;56497;56240;55927;252.38;257.12;250.56;24174;1149.3;
17/05/2015 14:53:49;56496;56238;55902;124.16;122.73;119.58;10684;4936;56511;56222;55916;247.51;252.92;245.30;23720;915.6;
17/05/2015 14:53:50;56376;56152;55823;125.47;124.33;120.86;10690;4910;56537;56252;55916;262.84;267.01;260.56;24632;1421.5;
17/05/2015 14:53:51;56391;56128;55862;123.39;121.91;119.07;10554;4935;56426;56139;55871;268.78;272.68;266.98;25107;1971.6;
17/05/2015 14:53:52;56469;56179;55869;124.45;122.36;119.61;10605;5004;56508;56198;55887;257.71;262.32;256.75;24320;1694.1;
17/05/2015 14:53:53;56414;56148;55823;123.32;121.75;118.47;10537;4982;56513;56191;55869;293.36;297.89;291.45;25937;2498.6;
17/05/2015 14:53:54;56367;56123;55832;123.29;121.75;118.44;10519;4979;56457;56157;55840;296.35;301.35;294.30;28035;3524;
17/05/2015 14:53:55;56442;56136;55846;123.57;121.81;118.56;10554;5015;56482;56144;55862;289.52;293.84;287.24;27602;3256;
17/05/2015 14:53:56;56462;56188;55884;124.79;123.17;119.80;10592;5036;56468;56195;55867;291.50;295.54;288.71;27393;3204;
17/05/2015 14:53:57;56398;56146;55830;124.94;123.65;120.51;10646;4999;56502;56216;55910;298.60;302.49;296.46;27817;3341;
17/05/2015 14:53:58;56440;56206;55907;121.91;120.55;117.49;10465;4886;56480;56211;55887;300.81;304.93;298.49;28234;3458;
17/05/2015 14:53:59;56460;56177;55886;123.07;120.81;118.24;10526;4901;56468;56206;55921;292.40;297.87;290.80;27760;3021.6;
17/05/2015 14:54:00;56467;56271;55902;123.47;122.62;118.66;10556;4909;56502;56200;55903;292.55;295.50;288.61;27844;3057.6;
17/05/2015 14:54:01;56599;56352;56026;125.00;123.39;120.20;10761;5005;56644;56363;56047;291.19;296.11;288.76;27866;3175;
17/05/2015 14:54:02;56558;56311;56013;124.38;122.59;119.97;10696;4955;56600;56348;56024;291.06;295.82;289.16;27799;3124.8;
17/05/2015 14:54:03;56603;56361;55994;125.51;123.57;120.16;10787;5009;56644;56363;56017;290.64;294.34;288.18;27813;3161.4;
17/05/2015 14:54:04;56581;56374;56019;125.30;123.39;119.68;10730;5001;56627;56386;56013;290.04;293.85;286.74;27766;3144.6;
17/05/2015 14:54:05;56523;56336;55990;123.30;122.36;118.87;10655;4898;56616;56397;56036;289.73;294.30;288.40;27770;3080.3;
17/05/2015 14:54:06;56561;56321;55950;123.33;121.98;118.22;10646;4917;56604;56330;55968;293.55;298.56;291.47;27940;3183;
17/05/2015 14:54:07;56527;56363;56004;124.32;123.77;120.36;10739;5025;56577;56375;56011;294.79;299.90;291.69;28031;3278;
17/05/2015 14:54:08;56532;56331;56076;125.67;124.83;122.27;10846;5062;56573;56346;56101;294.56;299.34;293.11;28161;3348;
17/05/2015 14:54:09;56541;56312;55999;125.80;124.19;121.12;10773;5011;56582;56303;56060;295.66;299.13;293.88;28170;3335;
17/05/2015 14:54:10;56462;56258;55961;124.03;122.84;119.85;10727;4936;56586;56332;56009;302.25;306.58;299.74;28356;4346;
17/05/2015 14:54:11;56534;56325;56051;125.78;124.79;121.50;10824;5013;56555;56319;56009;304.25;308.75;303.47;28847;4805;
17/05/2015 14:54:12;56512;56269;56024;127.69;125.52;123.16;10938;4991;56578;56350;56054;298.05;302.51;296.91;27459;4332;
17/05/2015 14:54:13;56521;56246;55965;127.34;125.33;122.56;10914;4993;56551;56245;55988;296.74;299.56;294.31;27784;5265;
17/05/2015 14:54:14;56576;56303;56024;126.53;125.02;121.71;10938;5021;56616;56325;56051;290.26;293.79;288.34;27679;3823;
17/05/2015 14:54:15;56607;56359;56026;127.45;126.27;123.12;10941;5077;56638;56372;56045;290.43;294.44;287.56;27705;3104.7;
17/05/2015 14:54:16;56539;56363;55968;127.85;126.70;122.75;10973;5073;56651;56386;56036;289.23;293.97;287.30;27774;3166;
17/05/2015 14:54:17;56585;56368;56022;126.50;125.02;122.32;10885;5049;56631;56386;56051;290.15;295.48;288.26;27809;3180;
17/05/2015 14:54:18;56637;56379;56057;126.85;125.93;123.25;10940;5080;56684;56395;56078;290.64;295.10;288.45;27816;3136.3;
17/05/2015 14:54:19;56579;56305;55974;127.43;125.91;122.16;10928;5070;56673;56319;56031;292.33;295.28;289.71;27821;3079.0;
17/05/2015 14:54:20;56607;56334;56051;124.62;122.88;119.99;10713;4993;56653;56346;56067;289.94;294.63;288.26;27740;3086.9;
17/05/2015 14:54:21;56601;56376;56058;125.41;124.79;120.52;10763;4996;56635;56382;56083;290.35;293.26;287.62;27712;3085.2;
17/05/2015 14:54:22;56525;56316;56001;125.95;124.92;121.57;10807;5004;56645;56355;56029;291.89;296.02;289.22;27790;3256;
17/05/2015 14:54:23;56587;56321;56040;125.78;124.42;121.73;10843;5025;56631;56354;56062;290.41;294.49;289.11;27805;3386;
17/05/2015 14:54:24;56641;56350;56049;124.26;122.43;119.90;10489;4816;56687;56361;56074;291.99;293.99;288.39;27614;3007.1;
17/05/2015 14:54:25;56712;56408;56112;122.14;120.23;117.19;10516;4850;56714;56408;56078;293.62;295.93;290.46;27898;3087.9;
17/05/2015 14:54:26;56650;56372;56084;123.19;121.21;118.49;10608;4863;56751;56424;56130;286.89;289.63;284.45;27440;2867.1;
17/05/2015 14:54:27;56634;56395;56058;124.30;123.05;119.68;10565;4866;56678;56411;56083;284.55;287.74;282.16;27160;2751.0;
17/05/2015 14:54:28;56621;56390;56067;123.02;121.29;118.13;10578;4871;56615;56345;56020;289.74;294.16;288.30;27510;2913.2;
17/05/2015 14:54:29;56579;56350;56071;123.50;122.20;119.24;10685;4900;56669;56411;56081;289.34;292.69;286.60;27569;3024.3;
17/05/2015 14:54:30;56637;56412;56033;124.46;123.06;119.33;10734;4949;56678;56428;56081;287.73;292.50;285.97;27577;3006.5;
17/05/2015 14:54:31;56599;56392;56024;124.52;123.58;119.99;10778;4944;56669;56386;56054;288.90;292.84;287.02;27571;2975.2;
17/05/2015 14:54:32;56585;56415;56057;124.68;123.85;120.13;10778;4960;56635;56424;56078;284.30;289.02;282.65;27307;2777.1;
17/05/2015 14:54:33;56554;56354;56028;124.46;123.16;120.49;10778;4927;56618;56404;56026;288.01;293.17;288.18;27410;2734.9;
17/05/2015 14:54:34;56626;56386;56071;125.38;123.62;120.36;10818;4968;56671;56411;56094;290.82;295.13;290.20;27697;2950.4;
17/05/2015 14:54:35;56623;56419;56118;124.97;123.56;120.49;10828;4972;56665;56429;56132;284.74;289.04;282.39;27174;2621.5;
17/05/2015 14:54:36;56581;56376;56076;125.63;123.95;120.85;10854;4971;56631;56390;56080;284.46;288.41;282.03;27203;2662.4;
17/05/2015 14:54:37;56674;56430;56112;126.11;124.46;121.63;10882;5009;56638;56395;56098;286.15;290.14;284.49;27456;2843.3;
17/05/2015 14:54:38;56661;56444;56089;125.93;124.30;121.29;10878;4997;56720;56469;56123;287.63;291.60;286.14;27526;2958.7;
17/05/2015 14:54:39;56674;56430;56057;126.09;124.83;121.05;10900;5018;56720;56458;56074;287.22;290.68;285.60;27635;2966.6;
17/05/2015 14:54:40;56596;56406;56071;125.45;124.20;121.34;10853;4996;56653;56402;56045;287.72;290.62;285.04;27519;2881.6;
17/05/2015 14:54:41;56672;56464;56098;126.03;124.82;121.28;10908;5014;56713;56478;56117;284.96;289.98;284.40;27331;2797.5;
17/05/2015 14:54:42;56663;56455;56123;127.21;126.32;123.03;10948;5040;56705;56478;56137;285.85;289.91;283.91;27329;2832.8;
17/05/2015 14:54:43;56605;56386;56073;127.89;126.56;123.25;11049;5120;56667;56460;56044;287.34;291.05;284.27;27306;2788.0;
17/05/2015 14:54:44;56641;56414;56107;128.84;126.98;123.68;11027;5118;56687;56437;56130;283.50;287.09;282.05;27271;2799.2;
17/05/2015 14:54:45;56670;56370;56073;128.32;126.26;123.66;11059;5137;56718;56391;56103;283.95;287.12;282.11;27198;2793.6;
17/05/2015 14:54:46;56608;56430;56075;128.32;126.80;123.05;11039;5098;56649;56446;56067;283.25;287.27;281.55;27228;2777.1;
