Datos X;Sitio1A-BVrmsMáx[Voltios];Sitio1B-CVrmsMáx[Voltios];Sitio1C-AVrmsMáx[Voltios];Sitio1AIrmsMáx[Amperios];Sitio1BIrmsMáx[Amperios];Sitio1CIrmsMáx[Amperios];Sitio1TOTP(kW)Máx[kW];Sitio1TOTQ-Fnd(kVAR)Máx[kVAR];Sitio2A-BVrmsMáx[Voltios];Sitio2B-CVrmsMáx[Voltios];Sitio2C-AVrmsMáx[Voltios];Sitio2AIrmsMáx[Amperios];Sitio2BIrmsMáx[Amperios];Sitio2CIrmsMáx[Amperios];Sitio2TOTP(kW)Máx[kW];Sitio2TOTQ-Fnd(kVAR)Máx[kVAR];
17/05/2015 14:27:11;56835;56632;56283;128.81;127.62;124.54;11041;5147;57030;56736;56407;301.49;309.36;302.43;27026;2964.6;
17/05/2015 14:27:12;56835;56632;56283;128.81;127.62;124.54;11041;5147;56921;56729;56442;268.16;279.04;270.49;24925;1958.1;
17/05/2015 14:27:13;56835;56632;56283;128.81;127.62;124.54;11041;5147;56970;56769;56362;260.78;271.99;263.23;24903;2008.2;
17/05/2015 14:27:14;56835;56632;56283;128.81;127.62;124.54;11041;5147;56892;56881;56438;277.74;282.41;282.12;25516;2301.8;
17/05/2015 14:27:15;56835;56632;56283;128.81;127.62;124.54;11041;5147;56841;56781;56298;285.55;293.59;282.64;26032;2818.0;
17/05/2015 14:27:16;56835;56632;56283;128.81;127.62;124.54;11041;5147;56954;56742;56254;270.64;283.67;272.01;25468;2727.3;
17/05/2015 14:27:17;56835;56632;56283;128.81;127.62;124.54;11041;5147;56999;56845;56182;299.61;315.87;300.59;26978;3516;
17/05/2015 14:27:18;56835;56632;56283;128.81;127.62;124.54;11041;5147;56809;56816;56204;313.13;327.3;319.1;29462;4835;
17/05/2015 14:27:19;56835;56632;56283;128.81;127.62;124.54;11041;5147;56812;56846;56105;315.68;328.4;313.97;29256;4660;
17/05/2015 14:27:20;56835;56632;56283;128.81;127.62;124.54;11041;5147;56749;56965;56190;312.95;326.7;315.27;29277;4694;
17/05/2015 14:27:21;56835;56632;56283;128.81;127.62;124.54;11041;5147;56841;56836;56276;312.60;322.8;311.13;29281;4714;
17/05/2015 14:27:22;56835;56632;56283;128.81;127.62;124.54;11041;5147;56885;56792;56384;316.5;322.8;309.95;29315;4700;
17/05/2015 14:27:23;56835;56632;56283;128.81;127.62;124.54;11041;5147;56921;56693;56290;319.0;326.9;316.4;29352;4701;
17/05/2015 14:27:24;56835;56632;56283;128.81;127.62;124.54;11041;5147;57097;56715;56355;327.5;333.0;324.5;29327;4724;
17/05/2015 14:27:25;56835;56632;56283;128.81;127.62;124.54;11041;5147;56860;56752;56247;326.8;331.1;321.6;29560;4813;
17/05/2015 14:27:26;56835;56632;56283;128.81;127.62;124.54;11041;5147;57086;56729;56274;319.8;327.6;316.6;29511;4757;
17/05/2015 14:27:27;56835;56632;56283;128.81;127.62;124.54;11041;5147;56823;56709;56307;315.07;323.1;313.04;29442;4742;
17/05/2015 14:27:28;56835;56632;56283;128.81;127.62;124.54;11041;5147;56854;56716;56271;315.99;319.7;313.68;29433;4742;
17/05/2015 14:27:29;56835;56632;56283;128.81;127.62;124.54;11041;5147;56829;56660;56254;315.33;322.6;317.4;29391;4703;
17/05/2015 14:27:30;56835;56632;56283;128.81;127.62;124.54;11041;5147;56898;56707;56379;310.10;318.5;311.50;29294;4663;
17/05/2015 14:27:31;56835;56632;56283;128.81;127.62;124.54;11041;5147;56907;56615;56332;320.4;322.5;317.5;29338;4699;
17/05/2015 14:27:32;56835;56632;56283;128.81;127.62;124.54;11041;5147;56829;56554;56326;313.74;317.6;311.23;29365;4683;
17/05/2015 14:27:33;56835;56632;56283;128.81;127.62;124.54;11041;5147;56800;56543;56481;316.14;321.1;317.1;29464;4790;
17/05/2015 14:27:34;56835;56632;56283;128.81;127.62;124.54;11041;5147;56849;56592;56416;314.81;324.2;316.4;29425;4770;
17/05/2015 14:27:35;56835;56632;56283;128.81;127.62;124.54;11041;5147;56751;56420;56231;316.4;322.4;317.7;29560;4730;
17/05/2015 14:27:36;56835;56632;56283;128.81;127.62;124.54;11041;5147;56722;56429;56330;318.4;322.4;315.00;29549;4821;
17/05/2015 14:27:37;56835;56632;56283;128.81;127.62;124.54;11041;5147;56858;56756;56325;326.9;333.0;329.1;29843;6256;
17/05/2015 14:27:38;56835;56632;56283;128.81;127.62;124.54;11041;5147;56919;56525;56152;323.9;332.9;328.1;30068;5868;
17/05/2015 14:27:39;56835;56632;56283;128.81;127.62;124.54;11041;5147;56794;56606;56357;313.03;319.1;312.81;28676;6156;
17/05/2015 14:27:40;56835;56632;56283;128.81;127.62;124.54;11041;5147;56598;56567;56263;321.4;325.6;320.4;29456;6411;
17/05/2015 14:27:41;56835;56632;56283;128.81;127.62;124.54;11041;5147;56738;56503;56256;313.85;323.3;313.57;29246;5183;
17/05/2015 14:27:42;56835;56632;56283;128.81;127.62;124.54;11041;5147;57012;56568;56184;321.2;326.5;323.7;29049;4433;
17/05/2015 14:27:43;56835;56632;56283;128.81;127.62;124.54;11041;5147;56705;56576;56330;314.40;320.7;317.9;29252;4558;
17/05/2015 14:27:44;56835;56632;56283;128.81;127.62;124.54;11041;5147;56774;56525;56238;310.83;317.9;310.09;29096;4485;
17/05/2015 14:27:45;56835;56632;56283;128.81;127.62;124.54;11041;5147;56702;56628;56299;309.22;316.7;311.59;29105;4498;
17/05/2015 14:27:46;56835;56632;56283;128.81;127.62;124.54;11041;5147;56832;56711;56323;309.27;317.0;312.12;29080;4520;
17/05/2015 14:27:47;56835;56632;56283;128.81;127.62;124.54;11041;5147;56758;56494;56213;314.63;319.4;310.23;29153;4561;
17/05/2015 14:27:48;56835;56632;56283;128.81;127.62;124.54;11041;5147;56718;56456;56263;312.68;319.3;311.50;29146;4549;
17/05/2015 14:27:49;56835;56632;56283;128.81;127.62;124.54;11041;5147;56787;56520;56244;313.52;322.7;311.80;29195;4576;
17/05/2015 14:27:50;56835;56632;56283;128.81;127.62;124.54;11041;5147;56624;56377;56373;313.48;318.4;315.88;29077;4355;
17/05/2015 14:27:51;56835;56632;56283;128.81;127.62;124.54;11041;5147;56698;56507;56420;308.06;315.93;309.37;29053;4350;
17/05/2015 14:27:52;56835;56632;56283;128.81;127.62;124.54;11041;5147;56615;56438;56238;307.36;314.42;304.03;28871;4271;
17/05/2015 14:27:53;56835;56632;56283;128.81;127.62;124.54;11041;5147;56702;56447;56144;310.65;314.95;309.36;28774;4203;
17/05/2015 14:27:54;56835;56632;56283;128.81;127.62;124.54;11041;5147;56865;56567;56526;310.02;313.76;308.85;28895;4337;
17/05/2015 14:27:55;56835;56632;56283;128.81;127.62;124.54;11041;5147;56731;56509;56278;305.85;313.06;306.70;28830;4273;
17/05/2015 14:27:56;56835;56632;56283;128.81;127.62;124.54;11041;5147;56898;56606;56420;307.33;314.21;306.98;28692;4185;
17/05/2015 14:27:57;56835;56632;56283;128.81;127.62;124.54;11041;5147;56990;56626;56281;307.15;312.50;305.20;28627;4156;
17/05/2015 14:27:58;56835;56632;56283;128.81;127.62;124.54;11041;5147;56847;56623;56254;310.40;316.9;307.55;28859;4219;
17/05/2015 14:27:59;56835;56632;56283;128.81;127.62;124.54;11041;5147;56829;56525;56130;314.45;318.8;308.17;28924;4155;
17/05/2015 14:28:00;56835;56632;56283;128.81;127.62;124.54;11041;5147;56769;56599;56177;305.46;310.20;305.02;28490;3978;
17/05/2015 14:28:01;56835;56632;56283;128.81;127.62;124.54;11041;5147;56807;56595;56310;303.58;309.45;302.42;28223;3867;
17/05/2015 14:28:02;56835;56632;56283;128.81;127.62;124.54;11041;5147;56671;56503;56208;306.73;310.34;304.83;28625;4075;
17/05/2015 14:28:03;56835;56632;56283;128.81;127.62;124.54;11041;5147;56894;56561;56287;306.85;313.29;303.33;28582;4049;
17/05/2015 14:28:04;56835;56632;56283;128.81;127.62;124.54;11041;5147;56996;56628;56168;307.36;314.12;306.33;28609;4052;
17/05/2015 14:28:05;56835;56632;56283;128.81;127.62;124.54;11041;5147;56772;56637;56416;309.32;318.7;310.74;28752;4136;
17/05/2015 14:28:06;56835;56632;56283;128.81;127.62;124.54;11041;5147;56921;56496;56298;308.80;312.13;311.15;28812;4165;
17/05/2015 14:28:07;56835;56632;56283;128.81;127.62;124.54;11041;5147;56656;56749;56224;303.87;310.19;303.73;28432;4015;
17/05/2015 14:28:08;56835;56632;56283;128.81;127.62;124.54;11041;5147;56662;56644;56276;301.09;310.38;304.06;28405;3959;
17/05/2015 14:28:09;56835;56632;56283;128.81;127.62;124.54;11041;5147;56618;56552;56179;302.05;309.19;305.50;28656;4197;
17/05/2015 14:28:10;56835;56632;56283;128.81;127.62;124.54;11041;5147;56687;56709;56321;305.03;313.91;305.12;28605;4537;
17/05/2015 14:28:11;56835;56632;56283;128.81;127.62;124.54;11041;5147;56636;56491;56384;303.65;309.16;302.64;28612;4568;
17/05/2015 14:28:12;56835;56632;56283;128.81;127.62;124.54;11041;5147;56611;56502;56357;310.23;319.0;311.79;29238;4787;
17/05/2015 14:28:13;56835;56632;56283;128.81;127.62;124.54;11041;5147;56573;56471;56236;309.06;314.17;308.96;28839;4395;
17/05/2015 14:28:14;56835;56632;56283;128.81;127.62;124.54;11041;5147;56742;56518;56326;311.05;317.6;310.48;28561;5331;
17/05/2015 14:28:15;56835;56632;56283;128.81;127.62;124.54;11041;5147;56756;56637;56227;307.78;314.82;308.58;28755;4195;
17/05/2015 14:28:16;56835;56632;56283;128.81;127.62;124.54;11041;5147;56680;56536;56258;307.70;314.46;307.03;28810;4159;
17/05/2015 14:28:17;56835;56632;56283;128.81;127.62;124.54;11041;5147;56798;56467;56134;306.40;316.9;306.19;28845;4186;
17/05/2015 14:28:18;56835;56632;56283;128.81;127.62;124.54;11041;5147;56836;56545;56449;305.84;312.51;307.62;28786;4134;
17/05/2015 14:28:19;56835;56632;56283;128.81;127.62;124.54;11041;5147;56709;56527;56233;308.11;314.27;308.16;28920;4233;
17/05/2015 14:28:20;56835;56632;56283;128.81;127.62;124.54;11041;5147;56747;56507;56368;307.93;317.2;305.97;28957;4305;
17/05/2015 14:28:21;56835;56632;56283;128.81;127.62;124.54;11041;5147;56722;56624;56128;311.46;318.5;309.46;28937;4320;
17/05/2015 14:28:22;56835;56632;56283;128.81;127.62;124.54;11041;5147;56705;56467;56132;312.13;320.1;308.50;29124;4467;
17/05/2015 14:28:23;56835;56632;56283;128.81;127.62;124.54;11041;5147;56787;56648;56200;308.09;312.72;305.29;28825;4201;
17/05/2015 14:28:24;56835;56632;56283;128.81;127.62;124.54;11041;5147;56673;56660;56152;314.63;323.5;316.8;29254;4391;
17/05/2015 14:28:25;56835;56632;56283;128.81;127.62;124.54;11041;5147;56733;56496;56191;307.02;312.25;303.50;28491;3990;
17/05/2015 14:28:26;56835;56632;56283;128.81;127.62;124.54;11041;5147;56756;56480;56072;305.87;309.02;302.49;28471;3943;
17/05/2015 14:28:27;56835;56632;56283;128.81;127.62;124.54;11041;5147;56655;56529;56126;305.08;311.85;304.90;28668;4162;
17/05/2015 14:28:28;56835;56632;56283;128.81;127.62;124.54;11041;5147;56660;56500;56191;302.65;309.10;300.73;28668;4264;
17/05/2015 14:28:29;56835;56632;56283;128.81;127.62;124.54;11041;5147;56653;56521;56143;313.02;316.7;311.43;29083;4364;
17/05/2015 14:28:30;56835;56632;56283;128.81;127.62;124.54;11041;5147;56651;56411;56042;310.36;317.2;309.68;28821;4211;
17/05/2015 14:28:31;56835;56632;56283;128.81;127.62;124.54;11041;5147;56611;56447;56116;306.19;310.03;307.21;28655;4014;
17/05/2015 14:28:32;56835;56632;56283;128.81;127.62;124.54;11041;5147;56607;56487;56126;304.03;308.53;300.69;28641;4011;
17/05/2015 14:28:33;56835;56632;56283;128.81;127.62;124.54;11041;5147;56662;56440;56182;304.54;311.66;304.06;28456;3917;
17/05/2015 14:28:34;56835;56632;56283;128.81;127.62;124.54;11041;5147;56707;56543;56146;310.04;317.3;309.51;28915;4189;
17/05/2015 14:28:35;56835;56632;56283;128.81;127.62;124.54;11041;5147;56665;56500;56233;294.87;299.91;291.52;27734;3221;
17/05/2015 14:28:36;56835;56632;56283;128.81;127.62;124.54;11041;5147;56738;56458;56211;302.15;311.23;303.86;28376;3686;
17/05/2015 14:28:37;56835;56632;56283;128.81;127.62;124.54;11041;5147;56707;56370;56121;302.56;307.55;300.37;28497;3823;
17/05/2015 14:28:38;56835;56632;56283;128.81;127.62;124.54;11041;5147;56613;56395;56071;301.19;309.33;302.01;28573;3912;
17/05/2015 14:28:39;56835;56632;56283;128.81;127.62;124.54;11041;5147;56645;56473;56090;300.40;308.56;300.68;28532;3786;
17/05/2015 14:28:40;56835;56632;56283;128.81;127.62;124.54;11041;5147;56684;56447;56209;297.15;305.45;295.86;27605;4379;
17/05/2015 14:28:41;56835;56632;56283;128.81;127.62;124.54;11041;5147;56664;56429;56076;295.88;304.30;297.05;27799;4410;
17/05/2015 14:28:42;56835;56632;56283;128.81;127.62;124.54;11041;5147;56734;56464;56132;296.41;304.33;297.08;27440;5128;
17/05/2015 14:28:43;56835;56632;56283;128.81;127.62;124.54;11041;5147;56575;56433;56125;301.81;309.19;300.95;28205;5399;
17/05/2015 14:28:44;56835;56632;56283;128.81;127.62;124.54;11041;5147;56600;56388;56035;304.63;309.80;303.11;28627;4655;
17/05/2015 14:28:45;56835;56632;56283;128.81;127.62;124.54;11041;5147;56600;56496;56069;302.76;310.53;301.95;28332;3880;
17/05/2015 14:28:46;56835;56632;56283;128.81;127.62;124.54;11041;5147;56840;56713;56321;295.35;301.11;294.68;27552;3269;
17/05/2015 14:28:47;56835;56632;56283;128.81;127.62;124.54;11041;5147;56675;56455;56146;289.80;295.77;288.19;27559;3240;
17/05/2015 14:28:48;56835;56632;56283;128.81;127.62;124.54;11041;5147;56645;56437;56053;290.51;296.20;288.40;27187;2992.3;
17/05/2015 14:28:49;56835;56632;56283;128.81;127.62;124.54;11041;5147;56999;56738;56215;268.00;275.91;266.96;25250;2114.3;
17/05/2015 14:28:50;56835;56632;56283;128.81;127.62;124.54;11041;5147;56912;56570;56299;271.15;274.43;268.04;25368;2263.6;
17/05/2015 14:28:51;56835;56632;56283;128.81;127.62;124.54;11041;5147;56836;56792;56263;265.79;269.89;262.88;25024;2089.9;
17/05/2015 14:28:52;56835;56632;56283;128.81;127.62;124.54;11041;5147;57025;56664;56220;267.24;275.36;266.01;25253;2183.5;
17/05/2015 14:28:53;56835;56632;56283;128.81;127.62;124.54;11041;5147;56714;56516;56224;263.64;271.48;262.39;25094;2084.3;
17/05/2015 14:28:54;56835;56632;56283;128.81;127.62;124.54;11041;5147;56694;56567;56195;267.23;274.68;265.48;25187;2083.3;
17/05/2015 14:28:55;56835;56632;56283;128.81;127.62;124.54;11041;5147;56705;56550;56179;271.00;278.15;270.25;25556;2412.9;
17/05/2015 14:28:56;56835;56632;56283;128.81;127.62;124.54;11041;5147;56751;56561;56442;273.70;279.22;271.78;25729;2594.5;
17/05/2015 14:28:57;56835;56632;56283;128.81;127.62;124.54;11041;5147;56745;56512;56278;277.82;283.37;275.34;25951;3011.7;
17/05/2015 14:28:58;56835;56632;56283;128.81;127.62;124.54;11041;5147;56783;56857;56447;301.96;309.11;303.22;27069;3558;
17/05/2015 14:28:59;56835;56632;56283;128.81;127.62;124.54;11041;5147;56645;56595;56350;301.53;309.57;300.07;28328;3859;
17/05/2015 14:29:00;56835;56632;56283;128.81;127.62;124.54;11041;5147;56850;56743;56353;309.34;312.83;307.66;28165;3784;
17/05/2015 14:29:01;56835;56632;56283;128.81;127.62;124.54;11041;5147;56635;56503;56267;298.67;307.42;298.33;27993;3727;
17/05/2015 14:29:02;56835;56632;56283;128.81;127.62;124.54;11041;5147;56983;56794;56334;293.68;299.81;293.34;27537;3246;
17/05/2015 14:29:03;56835;56632;56283;128.81;127.62;124.54;11041;5147;56725;56529;56276;295.70;307.07;296.20;27636;3279;
17/05/2015 14:29:04;56835;56632;56283;128.81;127.62;124.54;11041;5147;56671;56693;56179;292.15;301.16;291.31;27560;3221;
17/05/2015 14:29:05;56835;56632;56283;128.81;127.62;124.54;11041;5147;56874;56745;56488;297.21;303.57;295.86;27867;3458;
17/05/2015 14:29:06;56835;56632;56283;128.81;127.62;124.54;11041;5147;56867;56646;56404;300.70;312.44;301.61;27829;3495;
17/05/2015 14:29:07;56835;56632;56283;128.81;127.62;124.54;11041;5147;56832;56762;56411;294.21;299.12;293.09;27254;3015.4;
17/05/2015 14:29:08;56835;56632;56283;128.81;127.62;124.54;11041;5147;56691;56478;56188;283.25;288.99;282.35;26818;2635.7;
17/05/2015 14:29:09;56835;56632;56283;128.81;127.62;124.54;11041;5147;56823;56671;56409;295.24;300.28;296.99;27591;3140.3;
17/05/2015 14:29:10;56835;56632;56283;128.81;127.62;124.54;11041;5147;56811;56581;56233;292.50;298.12;290.90;27744;3282;
17/05/2015 14:29:11;56835;56632;56283;128.81;127.62;124.54;11041;5147;56763;56594;56303;296.41;302.29;295.84;27877;3434;
17/05/2015 14:29:12;56835;56632;56283;128.81;127.62;124.54;11041;5147;56738;56493;56222;303.94;311.26;303.38;28381;3964;
17/05/2015 14:29:13;56835;56632;56283;128.81;127.62;124.54;11041;5147;56780;56511;56199;307.44;313.03;307.24;28922;4245;
17/05/2015 14:29:14;56835;56632;56283;128.81;127.62;124.54;11041;5147;56705;56543;56310;300.45;306.40;299.37;27772;3544;
17/05/2015 14:29:15;56835;56632;56283;128.81;127.62;124.54;11041;5147;56794;56675;56298;287.76;294.11;286.57;27239;2989.7;
17/05/2015 14:29:16;56835;56632;56283;128.81;127.62;124.54;11041;5147;56707;56579;56330;289.99;300.05;291.77;27448;3274;
17/05/2015 14:29:17;56835;56632;56283;128.81;127.62;124.54;11041;5147;56707;56547;56299;292.06;300.22;290.39;26462;2690.4;
17/05/2015 14:29:18;56835;56632;56283;128.81;127.62;124.54;11041;5147;56794;56621;56551;264.48;271.58;264.04;25097;2179.2;
17/05/2015 14:29:19;56835;56632;56283;128.81;127.62;124.54;11041;5147;56716;56521;56208;265.64;273.33;264.36;25103;2124.5;
17/05/2015 14:29:20;56835;56632;56283;128.81;127.62;124.54;11041;5147;56778;56543;56193;268.79;275.32;268.85;25637;2445.5;
17/05/2015 14:29:21;56835;56632;56283;128.81;127.62;124.54;11041;5147;56812;56489;56269;266.14;269.78;263.74;25135;2144.3;
17/05/2015 14:29:22;56835;56632;56283;128.81;127.62;124.54;11041;5147;56827;56536;56274;271.22;275.82;268.29;25354;2242.8;
17/05/2015 14:29:23;56835;56632;56283;128.81;127.62;124.54;11041;5147;56720;56549;56206;272.97;280.88;273.57;25800;2540.4;
17/05/2015 14:29:24;56835;56632;56283;128.81;127.62;124.54;11041;5147;56979;56520;56213;278.57;285.89;275.50;25646;2529.6;
17/05/2015 14:29:25;56835;56632;56283;128.81;127.62;124.54;11041;5147;56704;56493;56323;291.32;298.33;289.86;26066;3092.5;
17/05/2015 14:29:26;56835;56632;56283;128.81;127.62;124.54;11041;5147;56780;56716;56206;294.71;301.95;294.76;26412;3354;
17/05/2015 14:29:27;56835;56632;56283;128.81;127.62;124.54;11041;5147;56651;56491;56060;317.1;323.2;317.6;29245;4857;
17/05/2015 14:29:28;56835;56632;56283;128.81;127.62;124.54;11041;5147;56751;56446;56312;317.3;322.8;312.91;29146;4674;
17/05/2015 14:29:29;56835;56632;56283;128.81;127.62;124.54;11041;5147;56691;56498;56186;314.51;321.3;312.51;29047;4597;
17/05/2015 14:29:30;56835;56632;56283;128.81;127.62;124.54;11041;5147;56821;56493;56168;310.51;321.0;314.38;29180;4676;
17/05/2015 14:29:31;56835;56632;56283;128.81;127.62;124.54;11041;5147;56626;56381;56193;310.64;318.1;310.55;29284;4669;
17/05/2015 14:29:32;56835;56632;56283;128.81;127.62;124.54;11041;5147;56714;56476;56182;314.76;321.4;311.92;29335;4666;
17/05/2015 14:29:33;56835;56632;56283;128.81;127.62;124.54;11041;5147;56736;56334;56116;314.96;319.2;312.88;29384;4701;
17/05/2015 14:29:34;56835;56632;56283;128.81;127.62;124.54;11041;5147;56680;56554;56164;324.6;330.7;323.6;29571;4792;
17/05/2015 14:29:35;56835;56632;56283;128.81;127.62;124.54;11041;5147;56738;56686;56218;321.7;326.9;320.5;29400;4686;
17/05/2015 14:29:36;56835;56632;56283;128.81;127.62;124.54;11041;5147;56647;56433;56117;317.3;321.8;314.17;29471;4707;
17/05/2015 14:29:37;56835;56632;56283;128.81;127.62;124.54;11041;5147;56883;56520;56175;323.0;332.4;326.0;29849;4963;
17/05/2015 14:29:38;56835;56632;56283;128.81;127.62;124.54;11041;5147;56660;56511;56105;313.55;324.3;313.62;29251;4602;
17/05/2015 14:29:39;56835;56632;56283;128.81;127.62;124.54;11041;5147;56738;56422;56116;316.11;322.3;313.34;29238;4572;
17/05/2015 14:29:40;56835;56632;56283;128.81;127.62;124.54;11041;5147;56660;56484;56188;314.03;319.5;310.44;29230;4652;
17/05/2015 14:29:41;56835;56632;56283;128.81;127.62;124.54;11041;5147;56818;56525;56062;312.57;320.8;319.2;29331;4746;
17/05/2015 14:29:42;56835;56632;56283;128.81;127.62;124.54;11041;5147;56515;56659;56168;313.59;324.7;316.4;29450;4905;
17/05/2015 14:29:43;56835;56632;56283;128.81;127.62;124.54;11041;5147;56756;56417;56166;315.49;321.8;313.81;29514;4947;
17/05/2015 14:29:44;56835;56632;56283;128.81;127.62;124.54;11041;5147;56912;56747;56173;318.3;326.9;317.7;29596;5003;
17/05/2015 14:29:45;56835;56632;56283;128.81;127.62;124.54;11041;5147;56879;56680;56202;322.5;329.1;319.6;29800;6196;
17/05/2015 14:29:46;56835;56632;56283;128.81;127.62;124.54;11041;5147;56977;56552;56063;326.0;330.9;319.9;30141;6183;
17/05/2015 14:29:47;56835;56632;56283;128.81;127.62;124.54;11041;5147;56918;56395;56069;316.3;317.6;314.17;28814;6118;
17/05/2015 14:29:48;56835;56632;56283;128.81;127.62;124.54;11041;5147;56856;56465;56168;321.8;326.5;319.4;29445;6649;
17/05/2015 14:29:49;56835;56632;56283;128.81;127.62;124.54;11041;5147;56760;56458;56269;315.10;322.0;313.40;29329;5425;
17/05/2015 14:29:50;56835;56632;56283;128.81;127.62;124.54;11041;5147;56696;56442;56144;310.56;317.4;311.97;29014;4576;
17/05/2015 14:29:51;56835;56632;56283;128.81;127.62;124.54;11041;5147;56647;56464;56054;312.56;318.3;309.24;29359;4718;
17/05/2015 14:29:52;56835;56632;56283;128.81;127.62;124.54;11041;5147;56687;56520;56278;314.45;318.8;311.71;29287;4657;
17/05/2015 14:29:53;56835;56632;56283;128.81;127.62;124.54;11041;5147;56731;56484;56244;311.42;320.3;312.00;29291;4596;
17/05/2015 14:29:54;56835;56632;56283;128.81;127.62;124.54;11041;5147;56751;56498;56290;312.55;316.7;311.57;29197;4545;
17/05/2015 14:29:55;56835;56632;56283;128.81;127.62;124.54;11041;5147;56691;56473;56283;312.44;316.05;311.72;29327;4584;
17/05/2015 14:29:56;56835;56632;56283;128.81;127.62;124.54;11041;5147;56778;56538;56339;316.6;322.5;319.0;29338;4606;
17/05/2015 14:29:57;56835;56632;56283;128.81;127.62;124.54;11041;5147;56707;56514;56235;315.06;321.6;312.33;29333;4624;
17/05/2015 14:29:58;56835;56632;56283;128.81;127.62;124.54;11041;5147;56834;56689;56278;311.17;318.6;311.03;29220;4531;
17/05/2015 14:29:59;56835;56632;56283;128.81;127.62;124.54;11041;5147;56821;56503;56307;311.47;316.4;309.40;29084;4434;
17/05/2015 14:30:00;56835;56632;56283;128.81;127.62;124.54;11041;5147;56823;56561;56218;308.95;317.9;305.60;29067;4417;
17/05/2015 14:30:01;56835;56632;56283;128.81;127.62;124.54;11041;5147;56872;56706;56321;309.04;315.41;307.66;29088;4493;
17/05/2015 14:30:02;56835;56632;56283;128.81;127.62;124.54;11041;5147;56890;56525;56274;308.95;313.24;306.57;28959;4412;
17/05/2015 14:30:03;56835;56632;56283;128.81;127.62;124.54;11041;5147;56783;56913;56235;310.68;316.2;309.01;28985;4439;
17/05/2015 14:30:04;56835;56632;56283;128.81;127.62;124.54;11041;5147;56885;56617;56308;309.79;316.00;309.38;28952;4399;
17/05/2015 14:30:05;56835;56632;56283;128.81;127.62;124.54;11041;5147;56801;56604;56352;311.25;313.27;305.27;28836;4291;
17/05/2015 14:30:06;56835;56632;56283;128.81;127.62;124.54;11041;5147;56801;56653;56244;309.07;315.30;307.99;28799;4258;
17/05/2015 14:30:07;56835;56632;56283;128.81;127.62;124.54;11041;5147;56823;56559;56172;302.98;311.45;302.42;28640;4124;
17/05/2015 14:30:08;56835;56632;56283;128.81;127.62;124.54;11041;5147;56867;56603;56398;305.80;311.58;304.56;28640;4126;
17/05/2015 14:30:09;56835;56632;56283;128.81;127.62;124.54;11041;5147;56740;56532;56244;305.33;315.70;306.29;28890;4167;
17/05/2015 14:30:10;56835;56632;56283;128.81;127.62;124.54;11041;5147;56829;56617;56382;314.85;317.0;313.14;29074;4344;
17/05/2015 14:30:11;56835;56632;56283;128.81;127.62;124.54;11041;5147;56783;56639;56348;304.50;309.50;303.20;28751;4124;
17/05/2015 14:30:12;56835;56632;56283;128.81;127.62;124.54;11041;5147;56967;56678;56359;306.12;314.02;304.85;28707;4163;
17/05/2015 14:30:13;56835;56632;56283;128.81;127.62;124.54;11041;5147;56947;56664;56411;306.59;312.39;308.60;28699;4235;
17/05/2015 14:30:14;56835;56632;56283;128.81;127.62;124.54;11041;5147;56785;56559;56199;304.72;310.43;300.06;28590;4125;
17/05/2015 14:30:15;56835;56632;56283;128.81;127.62;124.54;11041;5147;56847;56601;56290;301.44;310.87;303.55;28518;4104;
17/05/2015 14:30:16;56835;56632;56283;128.81;127.62;124.54;11041;5147;56908;56713;56361;303.54;307.41;297.45;28342;4009;
17/05/2015 14:30:17;56835;56632;56283;128.81;127.62;124.54;11041;5147;56800;56659;56346;303.47;309.44;300.49;28335;3946;
17/05/2015 14:30:18;56835;56632;56283;128.81;127.62;124.54;11041;5147;56747;56586;56251;298.12;306.08;298.09;28264;3928;
17/05/2015 14:30:19;56835;56632;56283;128.81;127.62;124.54;11041;5147;56899;56558;56341;300.54;306.39;299.38;28372;4023;
17/05/2015 14:30:20;56835;56632;56283;128.81;127.62;124.54;11041;5147;56821;56729;56382;309.26;309.19;302.44;28333;3981;
17/05/2015 14:30:21;56835;56632;56283;128.81;127.62;124.54;11041;5147;56930;56677;56512;300.37;308.14;299.05;28346;3955;
17/05/2015 14:30:22;56835;56632;56283;128.81;127.62;124.54;11041;5147;56791;56549;56285;302.12;303.94;301.59;28265;3807;
17/05/2015 14:30:23;56835;56632;56283;128.81;127.62;124.54;11041;5147;56778;56628;56357;302.87;307.90;299.07;28208;3793;
17/05/2015 14:30:24;56835;56632;56283;128.81;127.62;124.54;11041;5147;56707;56612;56407;298.25;304.88;296.81;28170;3812;
17/05/2015 14:30:25;56835;56632;56283;128.81;127.62;124.54;11041;5147;56829;56660;56357;298.96;306.28;299.93;28209;3886;
17/05/2015 14:30:26;56835;56632;56283;128.81;127.62;124.54;11041;5147;56832;56648;56665;302.85;312.35;300.88;28265;3874;
17/05/2015 14:30:27;56835;56632;56283;128.81;127.62;124.54;11041;5147;56796;56558;56395;299.39;305.67;297.67;28024;3698;
17/05/2015 14:30:28;56835;56632;56283;128.81;127.62;124.54;11041;5147;56879;56646;56539;299.73;309.11;300.21;28208;3815;
17/05/2015 14:30:29;56835;56632;56283;128.81;127.62;124.54;11041;5147;56807;56604;56262;300.05;305.61;299.25;28142;3775;
