Datos X;Sitio1A-BVrmsMáx[Voltios];Sitio1B-CVrmsMáx[Voltios];Sitio1C-AVrmsMáx[Voltios];Sitio1AIrmsMáx[Amperios];Sitio1BIrmsMáx[Amperios];Sitio1CIrmsMáx[Amperios];Sitio1TOTP(kW)Máx[kW];Sitio1TOTQ-Fnd(kVAR)Máx[kVAR];Sitio1TOTPEnerg(kWh)Valor[kWh];Sitio2A-BVrmsMáx[Voltios];Sitio2B-CVrmsMáx[Voltios];Sitio2C-AVrmsMáx[Voltios];Sitio2AIrmsMáx[Amperios];Sitio2BIrmsMáx[Amperios];Sitio2CIrmsMáx[Amperios];Sitio2TOTP(kW)Máx[kW];Sitio2TOTQ-Fnd(kVAR)Máx[kVAR];
17/05/2015 09:02:55;55920;55686;55457;130.98;130.32;127.52;11248;5069;210283;55969;55698;55488;298.01;303.47;299.28;27713;4618;
17/05/2015 09:02:56;55934;55688;55446;131.47;130.73;127.83;11295;5084;210283;55953;55715;55463;303.76;310.29;304.53;28252;4935;
17/05/2015 09:02:57;55971;55750;55475;131.80;130.64;128.20;11295;5093;210283;55980;55764;55479;300.82;305.74;302.12;28250;4970;
17/05/2015 09:02:58;55920;55719;55433;131.16;130.13;127.84;11207;5051;210283;56011;55742;55491;299.43;306.31;300.52;28205;4911;
17/05/2015 09:02:59;55880;55735;55435;131.24;131.14;127.72;11162;5064;210283;55920;55753;55454;298.58;304.29;299.87;28145;4873;
17/05/2015 09:03:00;55960;55746;55473;130.81;130.51;126.25;11097;5021;210283;55929;55718;55491;299.64;306.07;299.83;28177;4881;
17/05/2015 09:03:01;55922;55717;55440;128.63;127.62;124.61;11025;4988;210283;56004;55771;55463;300.69;305.51;300.33;28031;4785;
17/05/2015 09:03:02;55927;55735;55451;129.39;128.90;125.52;11054;5018;210283;55973;55695;55421;296.42;300.22;295.83;27806;4601;
17/05/2015 09:03:03;55923;55762;55462;129.98;129.34;127.04;11171;5045;210283;55971;55771;55475;297.42;301.90;297.20;27881;4633;
17/05/2015 09:03:04;55873;55750;55431;130.24;130.17;127.32;11064;5025;210283;55915;55771;55452;296.05;302.79;298.41;28008;4797;
17/05/2015 09:03:05;55929;55770;55460;126.39;126.30;123.35;10773;4901;210283;55969;55786;55481;299.84;305.87;300.63;28034;4857;
17/05/2015 09:03:06;55880;55762;55464;126.21;126.24;123.91;10829;4884;210283;55929;55782;55479;297.76;304.32;299.12;28059;4897;
17/05/2015 09:03:07;55920;55752;55464;128.76;128.93;126.08;11009;4970;210283;55964;55760;55482;298.42;303.67;299.40;28033;4885;
17/05/2015 09:03:08;55925;55752;55475;128.29;127.53;125.00;11003;4981;210283;55969;55773;55504;298.57;303.53;298.51;28046;4786;
17/05/2015 09:03:09;55929;55757;55495;129.39;129.01;126.49;11069;5015;210283;55975;55780;55526;298.84;305.17;299.83;28112;4674;
17/05/2015 09:03:10;55996;55784;55534;129.03;128.04;125.53;11042;5027;210283;55967;55793;55533;297.09;303.52;297.17;27966;4432;
17/05/2015 09:03:11;55931;55742;55473;130.82;130.13;127.52;11254;5090;210283;56037;55802;55558;296.02;302.56;296.71;27975;4360;
17/05/2015 09:03:12;55914;55793;55430;130.50;130.09;127.24;11187;5119;210283;55949;55751;55459;297.28;302.85;295.61;27925;4370;
17/05/2015 09:03:13;55940;55815;55460;130.70;130.24;127.20;11213;5157;210283;55971;55809;55464;296.04;303.69;295.95;27942;4411;
17/05/2015 09:03:14;55914;55790;55437;132.05;132.00;128.76;11346;5179;210283;55982;55818;55472;296.18;304.16;296.88;28044;4425;
17/05/2015 09:03:15;55887;55759;55430;131.66;131.51;128.31;11235;5110;210283;55960;55813;55427;301.77;308.60;302.73;28186;4530;
17/05/2015 09:03:16;55865;55679;55417;131.86;130.65;128.39;11223;5128;210283;55911;55713;55454;302.30;307.36;302.15;28422;4657;
17/05/2015 09:03:17;55896;55742;55417;130.45;130.08;127.16;11129;5105;210283;55942;55757;55412;303.45;310.19;302.96;28532;4709;
17/05/2015 09:03:18;55885;55713;55394;130.45;129.83;126.79;11058;5069;210283;55900;55735;55423;303.00;310.58;303.22;28507;4685;
17/05/2015 09:03:19;55847;55617;55377;129.66;128.63;125.72;11081;5051;210283;55931;55733;55423;301.20;307.91;301.56;28353;4638;
17/05/2015 09:03:20;55867;55668;55376;130.41;129.66;126.68;11128;5095;210283;55836;55602;55318;303.37;310.08;304.00;28467;4740;
17/05/2015 09:03:21;55854;55726;55415;131.09;130.99;127.96;11195;5110;210283;55911;55762;55428;309.66;316.5;309.89;28295;4684;
17/05/2015 09:03:22;55907;55741;55374;131.30;130.84;127.92;11221;5127;210283;55953;55755;55389;303.35;310.88;303.35;28324;4691;
17/05/2015 09:03:23;55889;55679;55397;131.61;130.45;127.67;11232;5142;210283;55935;55678;55399;302.16;309.01;302.45;28241;4641;
17/05/2015 09:03:24;55934;55713;55419;132.60;131.74;128.49;11222;5145;210283;55976;55727;55450;301.18;306.95;302.00;28211;4674;
17/05/2015 09:03:25;55969;55741;55448;131.69;130.48;127.60;11175;5124;210283;56017;55766;55477;298.79;304.30;298.49;28145;4665;
17/05/2015 09:03:26;55878;55693;55408;130.54;129.56;126.80;11136;5114;210283;55984;55715;55445;301.13;307.26;301.00;28192;4660;
17/05/2015 09:03:27;55931;55686;55431;130.78;129.35;127.21;11160;5131;210283;55976;55688;55443;300.87;307.32;302.34;28210;4700;
17/05/2015 09:03:28;55925;55726;55433;132.37;131.71;128.60;11221;5156;210283;55942;55740;55466;306.15;313.16;308.21;28649;4932;
17/05/2015 09:03:29;55920;55750;55482;132.35;131.67;128.95;11300;5177;210283;55973;55758;55502;306.28;313.49;308.35;28571;4839;
17/05/2015 09:03:30;55920;55746;55457;133.57;133.05;130.44;11435;5189;210283;55967;55762;55484;300.28;307.62;301.59;28218;4481;
17/05/2015 09:03:31;55896;55733;55471;133.79;132.96;130.33;11388;5196;210283;55878;55697;55441;304.58;311.46;306.11;28384;4500;
17/05/2015 09:03:32;55920;55742;55487;131.58;130.55;128.16;11228;5127;210283;55966;55757;55511;306.97;314.98;307.86;28499;4599;
17/05/2015 09:03:33;55851;55626;55309;132.12;131.66;128.00;11235;5113;210283;55920;55742;55446;311.36;317.7;311.53;28743;4881;
17/05/2015 09:03:34;55800;55637;55379;132.19;131.61;128.55;11277;5102;210283;55898;55624;55399;313.02;320.3;313.57;28782;4822;
17/05/2015 09:03:35;55814;55601;55311;132.65;132.59;128.96;11376;5127;210283;55864;55669;55367;306.66;314.26;308.47;28581;4712;
17/05/2015 09:03:36;55794;55612;55291;132.94;132.07;128.93;11353;5114;210283;55835;55628;55316;316.7;323.0;315.41;28794;5749;
17/05/2015 09:03:37;55823;55737;55336;133.66;134.43;130.64;11402;5210;210283;55864;55744;55369;315.81;322.8;316.07;29055;6089;
17/05/2015 09:03:38;55818;55585;55358;133.96;132.66;129.92;11347;5182;210283;55836;55735;55372;303.30;313.18;306.34;27482;5433;
17/05/2015 09:03:39;55796;55621;55347;131.79;131.93;128.45;11267;5143;210283;55862;55637;55374;302.68;309.63;304.19;27822;6374;
17/05/2015 09:03:40;55885;55692;55390;133.40;133.02;129.64;11402;5172;210283;55884;55684;55398;295.85;301.51;295.35;27111;4333;
17/05/2015 09:03:41;55936;55811;55424;134.36;134.23;130.68;11542;5243;210283;55984;55836;55421;293.42;300.53;294.56;27545;3932;
17/05/2015 09:03:42;55894;55737;55444;134.55;133.76;131.26;11463;5180;210283;55924;55757;55468;296.59;302.66;297.00;27838;4021;
17/05/2015 09:03:43;55896;55666;55421;133.00;132.30;129.25;11357;5130;210283;55940;55762;55446;296.43;302.44;296.95;27854;4153;
17/05/2015 09:03:44;55927;55728;55440;132.98;132.22;129.67;11368;5144;210283;55969;55747;55463;297.52;304.42;298.18;27775;4024;
17/05/2015 09:03:45;55938;55779;55493;130.79;130.13;127.30;11227;5094;210283;55980;55782;55522;291.51;298.13;292.86;26489;3173;
17/05/2015 09:03:46;55916;55728;55453;132.51;131.62;128.51;11318;5148;210283;55955;55744;55470;275.37;281.20;275.27;25884;2881.9;
17/05/2015 09:03:47;55891;55741;55404;131.15;130.53;127.26;11113;5084;210283;55964;55746;55468;279.77;286.52;279.29;26062;3040.8;
17/05/2015 09:03:48;55813;55643;55321;127.97;127.18;123.94;10919;5030;210283;55873;55660;55360;290.28;297.05;291.52;27165;3594;
17/05/2015 09:03:49;55825;55657;55350;127.57;126.82;124.17;10875;4995;210283;55866;55677;55371;287.84;295.33;288.14;27174;3571;
17/05/2015 09:03:50;55820;55668;55370;127.27;126.92;123.96;10887;5010;210283;55871;55677;55408;288.63;294.91;288.88;27265;3766;
17/05/2015 09:03:51;55874;55722;55417;127.46;127.34;124.19;10938;5043;210283;55916;55747;55439;284.22;292.06;285.47;26473;3231;
17/05/2015 09:03:52;55863;55699;55408;127.93;127.75;124.38;10854;5002;210283;55900;55711;55398;278.64;285.17;278.93;26487;3206;
17/05/2015 09:03:53;55893;55799;55426;126.61;126.34;122.79;10773;4994;210283;55927;55758;55446;277.82;284.60;278.76;26041;2922.4;
17/05/2015 09:03:54;55907;55768;55453;125.12;125.20;122.33;10702;4939;210283;55955;55807;55473;258.78;267.08;260.63;23770;1676.9;
17/05/2015 09:03:55;55916;55764;55473;128.43;128.24;124.97;10922;5015;210283;55958;55776;55455;263.69;270.18;264.96;23902;1887.4;
17/05/2015 09:03:56;55896;55728;55444;130.36;130.18;127.12;11142;5093;210283;55964;55778;55484;256.67;263.34;256.94;24129;2045.1;
17/05/2015 09:03:57;55969;55788;55392;129.94;129.71;125.51;11081;5105;210283;56009;55731;55392;262.51;269.49;262.07;24853;2524.7;
17/05/2015 09:03:58;55987;55837;55464;129.72;129.08;127.39;11114;5043;210283;56024;55856;55446;252.82;259.51;253.85;24029;1940.0;
17/05/2015 09:03:59;55929;55782;55547;130.44;130.11;127.94;11204;5101;210283;56007;55804;55564;252.54;259.62;252.81;23961;1886.4;
17/05/2015 09:04:00;55836;55681;55419;130.34;129.94;127.50;11115;5057;210283;55920;55793;55500;258.35;262.16;256.29;23848;1911.4;
17/05/2015 09:04:01;55893;55701;55469;130.42;129.15;126.37;11127;5040;210283;55944;55727;55473;261.86;266.78;261.79;24574;2431.5;
17/05/2015 09:04:02;55902;55755;55469;129.91;129.58;126.08;11111;5023;210283;55927;55751;55434;264.58;269.78;264.11;24749;2551.2;
17/05/2015 09:04:03;55853;55708;55413;129.10;129.18;125.77;11088;5013;210283;55949;55776;55484;265.28;271.90;265.80;24883;2683.4;
17/05/2015 09:04:04;55845;55717;55383;128.17;128.12;124.42;10981;4968;210283;55878;55715;55356;294.54;299.93;294.17;27133;3822;
17/05/2015 09:04:05;55847;55701;55406;127.92;127.61;123.85;10955;4943;210283;55896;55733;55414;291.21;296.61;290.39;27378;3691;
17/05/2015 09:04:06;55843;55715;55332;127.64;128.15;124.05;10969;4956;210283;55840;55715;55336;286.22;293.59;287.79;26711;3323;
17/05/2015 09:04:07;55813;55744;55363;127.32;127.89;124.26;10987;4964;210283;55886;55753;55356;282.34;289.53;282.26;26555;3063.1;
17/05/2015 09:04:08;55809;55761;55305;127.82;128.93;124.31;10977;4959;210283;55846;55758;55374;286.81;295.66;289.12;26760;2980.3;
17/05/2015 09:04:09;55767;55693;55246;127.97;129.08;123.75;10984;4955;210283;55846;55698;55309;282.33;290.04;282.92;26541;2900.2;
17/05/2015 09:04:10;55853;55791;55459;128.89;128.59;124.66;11007;4972;210283;55884;55771;55434;288.61;295.88;288.26;26968;3114.8;
17/05/2015 09:04:11;55943;55824;55321;133.05;131.36;125.91;11107;5083;210283;55989;55838;55477;291.19;295.95;287.18;27104;3203;
17/05/2015 09:04:12;55942;55762;55358;128.17;128.34;122.72;10804;4927;210283;55938;55758;55371;288.74;294.05;285.61;26902;3052.1;
17/05/2015 09:04:13;55971;55750;55224;127.03;126.80;122.52;10794;4872;210283;56011;55769;55372;282.23;288.64;281.66;26043;2630.1;
17/05/2015 09:04:14;55991;55706;55264;128.28;126.48;121.96;10832;4904;210283;56007;55775;55297;279.97;285.43;276.92;26174;2579.8;
17/05/2015 09:04:15;55947;55693;55323;130.50;128.89;125.56;10942;5003;210283;56037;55639;55188;282.14;286.54;277.63;26377;2692.8;
17/05/2015 09:04:16;55923;55632;55161;131.11;128.99;123.22;11032;5050;210283;55942;55717;55349;283.31;287.53;280.63;26517;2856.6;
17/05/2015 09:04:17;55883;55563;55085;130.57;128.86;123.49;11036;5053;210283;55975;55599;55154;283.91;288.86;280.75;26686;2946.5;
17/05/2015 09:04:18;55907;55623;55163;130.00;128.07;122.96;10938;4999;210283;55951;55631;55187;287.95;292.96;285.31;26924;3139.8;
17/05/2015 09:04:19;55969;55657;55166;129.50;127.97;122.53;10912;5002;210283;55960;55619;55183;290.87;295.61;288.27;26846;3350;
17/05/2015 09:04:20;55978;55632;55127;129.90;127.84;123.30;10917;4975;210283;56026;55669;55188;282.18;285.54;279.70;26308;2895.0;
17/05/2015 09:04:21;55902;55646;55210;130.57;128.04;123.22;10937;5008;210283;55924;55648;55196;283.06;288.07;280.15;26454;2892.6;
17/05/2015 09:04:22;55947;55661;55195;131.06;128.91;123.93;10971;5022;210283;55987;55688;55230;283.27;287.31;278.52;26236;2693.4;
17/05/2015 09:04:23;56102;55735;55311;132.22;130.03;124.38;10893;5018;210283;56147;55760;55327;261.17;263.71;255.16;23754;1381.6;
17/05/2015 09:04:24;56009;55655;55212;129.59;127.09;122.58;10882;4985;210283;56057;55659;55224;263.29;268.50;258.79;24259;1903.8;
17/05/2015 09:04:25;55927;55612;55285;129.62;126.75;123.60;10810;4963;210283;56053;55551;55293;263.95;267.72;260.88;24430;2065.8;
17/05/2015 09:04:26;55936;55521;55365;128.62;124.95;123.32;10796;4945;210283;55978;55619;55295;253.70;256.19;250.98;23778;1643.1;
17/05/2015 09:04:27;55969;55557;55275;128.75;125.92;122.06;10790;4965;210283;56013;55579;55381;258.28;261.03;255.07;23960;1724.4;
17/05/2015 09:04:28;55974;55597;55293;128.34;125.36;121.86;10783;4958;210283;56022;55564;55311;262.99;264.89;259.65;24518;2056.7;
17/05/2015 09:04:29;55994;55597;55271;129.54;126.07;122.83;10860;4995;210283;56038;55611;55302;262.66;265.29;258.76;24184;1904.4;
17/05/2015 09:04:30;55983;55641;55240;129.67;127.19;122.05;10883;5018;210283;56029;55624;55264;266.78;270.18;261.60;24021;1831.3;
17/05/2015 09:04:31;55936;55588;55208;129.79;127.65;123.11;10870;4986;210283;55982;55635;55228;271.42;275.58;268.51;25061;2438.5;
17/05/2015 09:04:32;55860;55654;55278;128.14;127.26;123.34;10854;4961;210283;55951;55584;55219;273.87;278.86;273.82;24982;2564.0;
17/05/2015 09:04:33;55782;55655;55276;127.60;127.79;123.78;10885;4944;210283;55825;55680;55295;266.67;274.19;267.19;24860;2679.7;
17/05/2015 09:04:34;55714;55595;55166;130.58;129.94;126.15;10951;4974;210283;55825;55635;55300;307.30;311.70;305.40;27161;3780;
17/05/2015 09:04:35;55720;55552;55165;131.32;129.96;125.72;11015;5048;210283;55769;55571;55181;311.05;318.2;308.59;28625;4593;
17/05/2015 09:04:36;55725;55606;55224;129.68;129.33;124.56;10944;4980;210283;55756;55611;55179;304.10;309.44;304.33;28229;4219;
17/05/2015 09:04:37;55909;55737;55341;128.79;128.29;124.74;10849;4946;210283;55956;55757;55378;304.08;311.30;304.59;28220;4241;
17/05/2015 09:04:38;55798;55654;55291;127.10;126.83;122.93;10790;4906;210283;55731;55684;55289;304.40;310.50;304.12;28275;4255;
17/05/2015 09:04:39;55809;55688;55242;127.75;127.06;123.72;10826;4898;210283;55849;55671;55322;307.07;312.35;303.96;28296;4267;
17/05/2015 09:04:40;55734;55679;55296;126.76;126.22;122.98;10774;4889;210283;55784;55711;55322;301.17;308.12;303.26;28222;4215;
17/05/2015 09:04:41;55749;55657;55312;127.43;128.09;123.91;10816;4895;210283;55793;55644;55342;299.87;305.63;300.27;28154;4125;
17/05/2015 09:04:42;55827;55597;55298;128.94;127.69;124.02;10888;4928;210283;55875;55675;55329;301.29;308.86;299.11;28142;4125;
17/05/2015 09:04:43;55685;55539;55212;128.16;127.62;123.94;10873;4915;210283;55731;55597;55241;300.14;307.49;300.21;28118;4105;
17/05/2015 09:04:44;55642;55588;55204;127.16;127.72;123.38;10851;4893;210283;55711;55610;55239;301.27;307.18;300.13;28179;4175;
17/05/2015 09:04:45;55720;55507;55201;125.85;125.54;123.11;10595;4791;210283;55718;55526;55214;303.37;307.49;302.26;28355;4312;
17/05/2015 09:04:46;55674;55568;55260;125.70;125.22;121.06;10666;4798;210283;55765;55521;55289;303.13;309.59;301.01;28258;4279;
17/05/2015 09:04:47;55674;55501;55152;125.71;125.52;121.06;10629;4769;210283;55720;55595;55170;302.01;309.48;301.40;28299;4341;
17/05/2015 09:04:48;55687;55514;55166;124.94;124.74;120.32;10624;4785;210283;55727;55515;55196;305.19;310.50;304.66;28383;4395;
17/05/2015 09:04:49;55736;55601;55195;125.57;125.58;120.94;10633;4800;210283;55784;55595;55217;305.06;312.68;305.88;28452;4435;
17/05/2015 09:04:50;55644;55579;55273;125.23;125.90;123.17;10692;4802;210283;55680;55613;55232;305.73;314.04;308.34;28541;4422;
17/05/2015 09:04:51;55642;55588;55246;125.25;126.33;121.88;10715;4840;210283;55693;55575;55295;309.44;316.8;309.75;28946;4650;
17/05/2015 09:04:52;55653;55663;55184;125.57;127.33;122.38;10693;4823;210283;55682;55675;55219;304.52;312.92;304.72;28429;4335;
17/05/2015 09:04:53;55678;55663;55228;124.29;125.80;120.24;10566;4759;210283;55729;55653;55253;298.62;308.90;300.00;27955;4105;
17/05/2015 09:04:54;55649;55646;55170;124.73;126.24;120.80;10631;4788;210283;55685;55688;55192;305.79;313.50;306.19;28427;4399;
17/05/2015 09:04:55;55665;55623;55120;125.53;126.48;121.68;10697;4820;210283;55713;55591;55136;304.41;313.76;303.95;28434;4407;
17/05/2015 09:04:56;55754;55597;55231;127.54;126.61;122.88;10782;4853;210283;55729;55653;55174;304.49;311.55;303.80;28446;4360;
17/05/2015 09:04:57;55769;55661;55349;126.79;126.59;123.48;10796;4851;210283;55805;55678;55369;305.29;314.28;306.10;28585;4503;
17/05/2015 09:04:58;55722;55552;55255;127.12;127.28;123.62;10811;4876;210283;55815;55562;55270;307.55;314.05;306.92;28556;4475;
17/05/2015 09:04:59;55665;55523;55166;127.25;126.90;123.93;10838;4880;210283;55773;55588;55277;305.48;310.19;305.53;28543;4488;
17/05/2015 09:05:00;55693;55528;55219;127.13;127.23;123.59;10844;4890;211193;55705;55557;55228;305.78;310.89;304.12;28599;4483;
17/05/2015 09:05:01;55633;55523;55157;128.51;128.41;124.06;10910;4914;211193;55738;55542;55208;307.20;313.28;306.72;28580;4485;
17/05/2015 09:05:02;55593;55519;55157;128.18;128.60;123.91;10902;4924;211193;55673;55537;55174;305.68;313.71;306.27;28634;4632;
17/05/2015 09:05:03;55631;55481;55233;130.26;129.58;125.76;10968;4948;211193;55671;55482;55262;307.13;313.72;308.05;28643;4651;
17/05/2015 09:05:04;55634;55543;55175;129.34;128.71;124.12;10846;4942;211193;55667;55479;55187;309.91;314.42;310.72;28641;4641;
17/05/2015 09:05:05;55727;55566;55239;129.35;128.63;125.77;10900;4995;211193;55769;55577;55284;311.24;317.9;309.76;28806;4751;
17/05/2015 09:05:06;55627;55510;55109;128.44;128.15;124.44;10877;4996;211193;55762;55573;55194;311.62;318.5;311.92;28946;4837;
17/05/2015 09:05:07;55674;55470;55098;129.01;128.63;124.91;10918;5017;211193;55656;55513;55125;312.45;319.1;311.67;28944;4807;
17/05/2015 09:05:08;55709;55537;55139;129.74;128.91;123.68;10950;4988;211193;55753;55559;55156;307.17;314.48;305.68;28716;4700;
17/05/2015 09:05:09;55593;55503;55069;129.27;130.08;124.63;10966;5008;211193;55640;55492;55042;305.94;313.80;304.85;28643;4643;
17/05/2015 09:05:10;55593;55501;55004;128.16;128.78;124.29;10913;4996;211193;55640;55531;55084;303.67;312.74;303.82;28521;4575;
17/05/2015 09:05:11;55613;55519;55024;126.61;127.11;122.35;10809;4891;211193;55638;55522;55031;304.54;312.37;305.14;28493;4533;
17/05/2015 09:05:12;55611;55523;55026;126.24;126.96;122.55;10781;4872;211193;55654;55528;55062;305.74;312.87;305.99;28469;4482;
17/05/2015 09:05:13;55664;55586;55257;126.48;125.56;122.80;10722;4872;211193;55698;55559;55277;304.75;312.68;303.97;28208;4344;
17/05/2015 09:05:14;55676;55541;55221;125.71;125.54;122.28;10682;4841;211193;55722;55602;55212;310.15;318.3;311.56;28746;4738;
17/05/2015 09:05:15;55733;55517;55266;126.38;126.01;122.53;10703;4881;211193;55775;55562;55251;307.47;315.24;307.40;28745;4796;
17/05/2015 09:05:16;55667;55655;55300;125.32;125.81;123.16;10659;4872;211193;55707;55660;55313;308.92;314.71;310.32;28709;4769;
17/05/2015 09:05:17;55647;55525;55170;125.39;125.40;122.81;10672;4805;211193;55689;55559;55224;312.31;317.7;315.07;28806;5471;
17/05/2015 09:05:18;55629;55483;55145;127.33;126.69;123.05;10590;4834;211193;55673;55493;55197;317.2;324.0;317.5;29199;6197;
17/05/2015 09:05:19;55625;55621;55132;123.57;123.82;119.35;10465;4781;211193;55669;55629;55150;311.89;320.1;313.45;28272;5590;
17/05/2015 09:05:20;55654;55458;55197;123.61;123.07;120.16;10471;4792;211193;55654;55511;55221;317.6;324.5;318.4;28754;6952;
17/05/2015 09:05:21;55682;55479;55087;124.64;123.95;120.54;10507;4821;211193;55725;55462;55165;317.9;326.0;319.3;28644;5558;
17/05/2015 09:05:22;55671;55530;55087;127.33;126.56;122.29;10638;4858;211193;55716;55555;55127;304.29;313.49;303.80;28218;4490;
17/05/2015 09:05:23;55794;55458;55120;127.47;125.60;121.12;10590;4819;211193;55842;55468;55140;312.01;316.12;309.80;28798;4763;
17/05/2015 09:05:24;55673;55483;55031;126.66;125.45;121.18;10617;4831;211193;55711;55508;55048;309.59;314.41;308.68;28739;4732;
17/05/2015 09:05:25;55536;55410;55044;127.68;126.90;122.55;10711;4899;211193;55576;55428;55062;309.78;315.57;309.17;28689;4719;
17/05/2015 09:05:26;55594;55483;55091;127.21;127.24;123.04;10731;4884;211193;55636;55508;55109;306.75;312.97;304.39;28520;4646;
17/05/2015 09:05:27;55738;55590;55064;128.44;128.38;122.99;10752;4886;211193;55705;55481;55111;306.72;314.50;306.98;28543;4612;
17/05/2015 09:05:28;55634;55572;55109;129.09;128.42;124.00;10815;4919;211193;55782;55611;55120;312.98;318.5;311.21;28576;4624;
17/05/2015 09:05:29;55698;55581;55219;128.70;128.92;125.14;10844;4926;211193;55742;55586;55239;310.52;315.10;307.47;28567;4625;
17/05/2015 09:05:30;55711;55510;55271;127.55;126.17;122.49;10761;4905;211193;55747;55550;55277;309.66;314.05;311.22;28566;4628;
17/05/2015 09:05:31;55713;55527;55148;128.86;127.57;123.80;10841;4945;211193;55762;55479;55147;306.71;312.17;305.20;28424;4550;
17/05/2015 09:05:32;55794;55693;55197;131.76;130.34;126.41;10978;4986;211193;55840;55571;55170;314.81;320.7;315.28;28892;4824;
17/05/2015 09:05:33;55845;55674;55302;132.37;130.90;127.15;11099;5046;211193;55889;55737;55325;305.39;310.09;303.75;28367;4513;
17/05/2015 09:05:34;55747;55559;55224;131.04;130.16;126.74;11056;5024;211193;55791;55588;55221;312.23;315.45;308.54;28301;4470;
17/05/2015 09:05:35;55713;55615;55125;131.70;131.29;126.62;11010;5040;211193;55707;55535;55253;306.71;314.89;308.47;28281;4471;
17/05/2015 09:05:36;55773;55548;55156;132.04;130.50;125.97;11083;5021;211193;55815;55628;55179;303.88;307.10;302.04;27984;4180;
17/05/2015 09:05:37;55762;55439;55112;132.51;130.17;125.79;11070;4985;211193;55778;55457;55118;306.01;311.81;305.46;28335;4396;
17/05/2015 09:05:38;55634;55447;55197;130.61;130.24;126.47;11086;4981;211193;55800;55441;55214;304.89;309.78;304.42;28444;4360;
17/05/2015 09:05:39;55653;55655;55152;130.92;131.48;126.67;11100;5006;211193;55698;55608;55176;302.76;307.56;301.55;28111;4118;
17/05/2015 09:05:40;55685;55626;55242;129.80;131.05;126.41;11046;4994;211193;55729;55682;55228;302.96;309.89;304.33;27983;4126;
17/05/2015 09:05:41;55607;55706;55055;129.23;131.43;124.70;10968;4955;211193;55720;55700;55250;307.70;314.22;304.01;27996;4219;
17/05/2015 09:05:42;55687;55606;55116;129.53;130.34;124.54;10954;4975;211193;55727;55727;55132;308.07;312.14;307.51;28139;4260;
17/05/2015 09:05:43;55696;55608;55181;130.44;131.45;126.58;11032;5051;211193;55724;55629;55154;303.13;310.13;302.33;28064;4203;
17/05/2015 09:05:44;55687;55608;55130;128.50;128.83;124.40;10952;4981;211193;55740;55629;55210;301.04;307.42;300.72;28059;4177;
17/05/2015 09:05:45;55714;55617;55192;128.65;128.31;123.82;10932;4955;211193;55729;55642;55197;297.69;305.40;297.92;27873;4024;
17/05/2015 09:05:46;55733;55615;55190;128.35;128.09;123.28;10889;4936;211193;55760;55604;55208;293.99;299.24;292.13;27390;3642;
17/05/2015 09:05:47;55780;55619;55298;130.37;129.50;125.20;10975;4980;211193;55825;55644;55320;294.66;300.41;292.06;26676;3071.3;
17/05/2015 09:05:48;55773;55657;55262;129.76;129.21;125.44;10948;5019;211193;55762;55668;55280;286.48;293.42;287.11;26390;2714.7;
17/05/2015 09:05:49;55744;55674;55271;128.07;127.87;123.99;10868;4938;211193;55815;55700;55289;288.73;298.05;290.25;26780;3054.6;
17/05/2015 09:05:50;55722;55657;55264;127.05;128.02;123.42;10844;4899;211193;55764;55680;55282;285.55;294.39;286.49;26898;3109.7;
17/05/2015 09:05:51;55660;55655;55231;130.01;129.07;126.32;10846;4904;211193;55751;55680;55233;289.01;296.38;291.93;27109;3246;
17/05/2015 09:05:52;55803;55632;55239;124.08;123.66;119.37;10518;4750;211193;55725;55555;55248;287.40;293.13;288.72;26892;3023.2;
17/05/2015 09:05:53;55876;55750;55321;124.92;124.63;120.50;10572;4778;211193;55918;55773;55340;279.39;286.09;278.78;25651;2361.5;
17/05/2015 09:05:54;55807;55693;55289;127.96;127.46;123.73;10777;4900;211193;55851;55709;55248;275.82;282.44;275.16;25645;2479.9;
17/05/2015 09:05:55;55825;55762;55273;129.53;129.18;125.78;10946;4953;211193;55873;55784;55309;279.88;288.01;279.41;26243;2624.9;
17/05/2015 09:05:56;55811;55762;55343;129.63;130.14;126.10;10982;5011;211193;55818;55731;55360;278.62;283.83;277.19;26128;2505.8;
17/05/2015 09:05:57;55816;55661;55459;129.98;130.31;127.06;11006;5013;211193;55860;55784;55436;280.88;289.79;281.85;26095;2523.5;
17/05/2015 09:05:58;55834;55730;55489;129.10;130.36;127.80;10954;5006;211193;55876;55740;55490;274.24;283.43;276.48;25663;2308.2;
17/05/2015 09:05:59;55787;55828;55532;129.47;130.31;128.94;10988;5010;211193;55833;55833;55567;270.51;278.50;269.43;25398;2072.5;
17/05/2015 09:06:00;55758;55623;55442;128.69;128.37;126.72;10901;4959;211193;55807;55677;55468;275.74;279.43;277.28;25633;2283.2;
17/05/2015 09:06:01;55820;55719;55518;128.60;128.49;126.06;10916;4993;211193;55860;55729;55544;276.08;283.54;277.69;24577;1799.1;
17/05/2015 09:06:02;55838;55744;55321;128.97;128.51;124.72;10918;4998;211193;55886;55713;55347;247.78;253.33;249.28;23324;1195.2;
17/05/2015 09:06:03;55773;55683;55446;128.49;128.46;124.77;10912;5013;211193;55847;55755;55381;247.54;252.68;246.70;23280;1201.6;
17/05/2015 09:06:04;55856;55790;55478;127.77;128.60;124.59;10886;4994;211193;55820;55795;55455;247.21;253.07;246.94;23144;1124.3;
